ImageId,x,y,z
ID_2d2ce3d39,35.0671,14.299,74.8084
ID_c39b6aa8d,-0.0828781,14.2983,80.4375
ID_ca9bb16dc,-28.1568,14.2979,84.207
ID_10792d0fc,-3.56009,14.2959,82.9366
ID_565c40c14,9.38486,14.2941,70.3985
ID_33d6a5537,-0.980655,14.2927,90.2081
ID_ed6918327,-30.0833,14.291,84.4471
ID_306949190,-5.92649,14.2898,71.8404
ID_5e23bc45b,-30.431,14.2889,82.2763
ID_28728a05f,-3.23286,14.2888,80.0279
ID_035dafea5,-6.76135,14.2876,79.043
ID_008e7e082,1.01421,14.2876,80.957
ID_a60cbe7dd,-29.8742,14.2875,61.7458
ID_50997c24e,-55.4062,14.2865,98.2145
ID_6695e6d69,-13.3206,14.286,86.7615
ID_73847369c,-22.2413,14.2856,87.2471
ID_acd20715a,-8.12909,14.2854,86.1661
ID_8436ab711,-4.81541,14.2849,82.2345
ID_82f97f58d,-61.4504,14.2847,95.3896
ID_8c9d65046,28.3462,14.2844,70.7535
ID_c8d2801b8,-0.979273,14.2843,84.2454
ID_fa021e056,31.297,14.2833,78.7997
ID_a6f146710,38.8238,14.2829,72.347
ID_ed7aad9c9,-13.821,14.2822,83.3662
ID_aeba9ec12,-24.2304,14.2821,88.0035
ID_242468ebf,2.85235,14.2818,80.7887
ID_4a180133c,13.3202,14.2812,75.3179
ID_646585ddc,-36.7299,14.2801,80.0244
ID_5c4d8a407,-2.38714,14.2783,82.7408
ID_5d9a9a830,-7.10863,14.278,80.9772
ID_e98f0abe0,-5.08775,14.2761,82.9254
ID_24a0e18ef,7.04678,14.2761,77.8029
ID_1fe5b5552,1.37329,14.2756,80.8428
ID_a9f4fd69e,-3.34304,14.2749,80.1182
ID_dcf54b708,10.9302,14.2748,80.391
ID_b8320e47c,-0.044357,14.2742,76.6591
ID_55c276ef1,15.1493,14.2742,74.518
ID_754e6c384,-13.7626,14.2739,88.5149
ID_c6eff718b,16.641,14.2738,68.5779
ID_a5c2c76a4,-12.257,14.2736,77.375
ID_c60b3eea2,38.592,14.2736,65.3116
ID_be1706f86,1.64361,14.2731,79.9717
ID_456de823f,13.6019,14.273,73.7006
ID_859c51c1e,5.39772,14.273,73.5847
ID_275684751,-12.022,14.2725,79.5278
ID_b0117826f,35.5055,14.2713,70.3922
ID_f7fcfbce8,13.2523,14.2713,69.212
ID_680c49d5c,7.18858,14.2709,77.4728
ID_dbaded6bc,4.14685,14.2705,70.0871
ID_8a7b7b926,9.12679,14.2705,70.1154
ID_314be2f64,-12.9012,14.2694,85.8967
ID_c8d56e410,1.53846,14.2683,80.9837
ID_2fac2e085,0.344422,14.2681,79.5641
ID_a29351194,1.24082,14.268,88.7931
ID_b2bf0458f,11.1779,14.2676,75.2656
ID_7fe3cb41f,-3.28747,14.2673,85.4953
ID_3094be6e6,11.2018,14.2672,70.698
ID_fddcbfc03,7.23549,14.2665,77.1293
ID_e5959c815,4.02375,14.2662,75.1719
ID_4a9c25597,2.98277,14.2652,80.4034
ID_6c4cb7231,30.4051,14.2649,71.5656
ID_9c310ede0,25.949,14.2635,71.1479
ID_0513c9ece,-9.52011,14.2635,80.8112
ID_a0d2d33a3,4.71529,14.2629,76.6746
ID_ed70adf16,-18.9956,14.2625,83.7553
ID_af3e9a3d7,3.84679,14.2611,80.3449
ID_dc229abe5,5.12827,14.2608,80.5254
ID_4367ade5a,-20.9976,14.2599,89.7824
ID_701ebdc56,10.6913,14.2595,73.1333
ID_c24c19fb1,-0.991039,14.2594,80.8857
ID_d8280136c,-1.3572,14.2585,79.8289
ID_ac121d381,-7.71612,14.2575,79.7288
ID_738a1d889,-41.8647,14.2568,95.831
ID_e9d2867ca,0.554043,14.255,80.5037
ID_688889724,-9.92754,14.2537,79.9173
ID_20f155524,-33.3288,14.2536,88.0837
ID_7965a2358,-28.8725,14.2532,90.3855
ID_8c5850283,-10.6214,14.2521,85.7131
ID_21706bdeb,-5.12499,14.2511,80.2178
ID_0d6f011a9,23.08,14.2496,72.4381
ID_71e0cae6c,10.8104,14.2477,75.9912
ID_362d921bc,-62.6227,14.2477,96.7583
ID_8d5ae6381,0.187152,14.247,82.3854
ID_aed98a12b,-3.71697,14.2462,80.4708
ID_e35cf2bba,-43.2043,14.2459,91.4626
ID_03e1e30f0,11.841,14.2455,77.1313
ID_8954efde4,33.4718,14.2448,69.9414
ID_0b6d81cce,-13.6782,14.2445,86.8685
ID_a84197ea0,-13.6708,14.2434,79.5498
ID_e452ff65d,-4.75113,14.2432,75.7357
ID_9f82fd37c,9.49594,14.2431,78.3896
ID_cd37c0a23,-1.82641,14.2422,78.1484
ID_4d2762e25,16.4803,14.2422,73.1929
ID_2b2c2c870,-5.14564,14.2405,82.9675
ID_36135dd54,-22.6345,14.2395,94.8714
ID_a337525c3,-39.9077,14.2392,89.348
ID_66520c664,-61.8538,14.2385,95.4106
ID_de17ab626,-25.0952,14.2383,88.9503
ID_dda363709,21.6811,14.2378,70.9223
ID_4314cce16,5.84616,14.2357,74.4887
ID_404d95333,-10.9523,14.235,85.3838
ID_787885b17,-17.0411,14.2348,83.1616
ID_ccaedecb0,11.2374,14.2345,72.4494
ID_d6e26d4cf,-67.8622,14.2335,101.369
ID_e36beb9f0,-8.32466,14.2332,80.5363
ID_5bb4d6d29,-55.184,14.2325,84.5094
ID_3b3264fb9,-21.0457,14.2323,83.025
ID_3f2d2f39c,11.3901,14.2313,77.6137
ID_3f8a89a03,-21.3095,14.2297,81.341
ID_9a4658606,0.407567,14.2297,79.2488
ID_cfdff8da2,-17.7301,14.2294,88.9157
ID_9e2174dfe,-16.4784,14.2293,90.7583
ID_edfd056e9,-23.1979,14.2287,91.3084
ID_982500bea,-13.6893,14.2286,81.788
ID_385b98153,-23.0088,14.228,91.1086
ID_cd09cc695,2.32082,14.2275,81.9923
ID_a29351194,-18.7355,14.2274,87.1483
ID_5e19e6af1,27.4579,14.2265,62.2855
ID_ee4434f46,-11.8183,14.2265,87.444
ID_0e30ba42f,-40.2813,14.2258,90.2775
ID_7371870bd,0.0853699,14.2255,82.0957
ID_8b6c929ea,23.271,14.2239,77.5299
ID_103523c8b,-15.1502,14.2237,85.9727
ID_a6983c284,0.58193,14.2235,81.7091
ID_11124dbb9,-4.66715,14.2223,85.1321
ID_644290f5c,-9.1127,14.222,78.9298
ID_3b7c38fa6,-28.7583,14.2217,82.6895
ID_829a8212e,-1.28345,14.2201,81.4593
ID_7ea77efdf,-14.8583,14.2197,84.4706
ID_df7886a2e,12.2872,14.219,74.3093
ID_6aef44806,8.07277,14.2188,69.9778
ID_97714ea77,4.48964,14.2182,76.1621
ID_9b1b0b7b9,-1.98736,14.2175,79.628
ID_710229144,-24.9201,14.2171,87.8273
ID_f5a1a9084,-1.26596,14.217,78.7823
ID_a0edce5fb,-4.15891,14.2168,78.5165
ID_ac41002c9,0.851578,14.2168,78.485
ID_6e8c4d898,-21.9522,14.2159,87.8974
ID_6e8c4d898,-21.9522,14.2159,87.8974
ID_d0bb6fcc1,-25.6867,14.2158,82.5216
ID_074430fe5,-12.4437,14.2158,81.8714
ID_fbe10dba8,-23.057,14.215,86.1682
ID_1fa31fbc9,-11.1268,14.2148,79.9503
ID_d7c8cbb02,-15.0779,14.2146,93.6058
ID_325bccf57,-22.8245,14.2142,86.5068
ID_aa3562f1a,-14.9422,14.2127,86.3916
ID_51eb18b5c,-20.2139,14.2122,90.2226
ID_2c32c8d79,-26.733,14.2117,87.6437
ID_6642e0508,-13.4805,14.2106,84.2987
ID_7de65cabe,19.2201,14.2098,73.2178
ID_b65f69aa3,-13.2106,14.2094,82.9849
ID_1961516e5,-11.3992,14.2076,81.0223
ID_81c81d489,-15.9799,14.2057,95.1276
ID_0e66c6797,-26.7955,14.2051,62.3156
ID_dc906a5d2,-13.6372,14.2049,83.6482
ID_420a8c141,-31.9087,14.2043,90.556
ID_8b84ab2c9,-5.25802,14.204,79.4596
ID_d08f0b4b5,-10.1711,14.204,82.2511
ID_e355c98af,-1.84354,14.2036,77.776
ID_722aa0e0e,12.3512,14.2036,74.0963
ID_d25e0d5ab,19.5814,14.2034,74.2158
ID_bbe62ed9c,-11.5415,14.2031,80.1498
ID_d482904bf,-6.07884,14.203,79.3912
ID_31f755168,18.2427,14.2029,70.2343
ID_bb6f03de3,1.14129,14.202,76.4716
ID_4a9cdac42,-3.20494,14.2017,73.9711
ID_e88b6a073,-19.8283,14.2014,85.2062
ID_704e13e8c,12.2937,14.2011,79.842
ID_9c310ede0,24.7828,14.2007,72.6424
ID_240e204c5,-30.2249,14.2,86.6974
ID_cba19338b,-12.9655,14.1996,81.327
ID_d426ba284,11.4505,14.1991,73.5738
ID_2ec560ad1,24.3542,14.199,77.1752
ID_583c01c46,11.6264,14.1984,75.6577
ID_41db65a68,-10.0949,14.1967,80.6457
ID_964f42166,-39.3328,14.1965,85.2849
ID_76683336a,-31.1995,14.1961,81.584
ID_72b22e72b,-10.4186,14.1948,79.1491
ID_cfc444477,-29.4318,14.1943,86.7066
ID_8199e5af1,-32.7933,14.1936,56.9124
ID_f2cd702bd,-4.59858,14.1933,81.616
ID_495925e0a,-22.6518,14.1913,85.2402
ID_3f094f0b3,-31.8079,14.1897,83.3302
ID_0aff7961d,-11.5856,14.1894,79.5147
ID_9f3f0a78a,-4.10198,14.1888,79.0101
ID_2d639a8c9,-7.19707,14.1876,79.5379
ID_f7fcfbce8,-3.27432,14.1876,79.4781
ID_139c89f44,-7.9882,14.1874,85.2276
ID_45882a744,-15.2589,14.1873,81.728
ID_5526ee0f7,-20.1485,14.1872,91.1776
ID_d82d8b697,-6.1781,14.1868,80.6116
ID_79a02e053,32.4462,14.1867,65.7024
ID_2d4d68af5,-13.2659,14.1865,81.1929
ID_68d5ab49f,-3.44586,14.1863,78.3195
ID_73adfdbfc,-39.7454,14.1857,86.3609
ID_76e52e67a,35.8819,14.1856,70.6802
ID_b06a5c779,-62.7071,14.1854,86.6327
ID_cab181396,-5.31326,14.1854,78.9544
ID_42f51491f,10.1647,14.1849,79.8776
ID_ed217a10e,-4.11153,14.1835,81.214
ID_04dd05b7b,-4.8211,14.1833,83.4035
ID_754e6c384,2.47391,14.1832,84.4143
ID_ba5caf157,-0.734009,14.183,82.6225
ID_1fc53f5f9,5.31297,14.1827,80.1822
ID_ea963aabe,3.29075,14.1813,81.5462
ID_95f0f9f7d,15.6646,14.1811,71.6562
ID_13239437d,-27.7601,14.1806,85.2709
ID_7cc8ed862,-3.75658,14.1806,87.405
ID_4f54578d0,7.18996,14.1801,79.8493
ID_8d1c9fad2,-13.032,14.18,77.6365
ID_7fd9b7615,-3.26806,14.1798,76.9025
ID_7924602f8,-11.9702,14.1798,81.6786
ID_e42b83d3e,-15.4278,14.1781,87.6682
ID_8c965459a,12.2588,14.1779,74.9401
ID_7d9c9f092,7.3585,14.1777,92.4625
ID_6994b3f11,15.5506,14.1777,76.5684
ID_03e1e30f0,12.452,14.1777,75.058
ID_8a7b7b926,3.19414,14.1774,74.1565
ID_5430cab46,0.529871,14.1773,77.1207
ID_36ca6234f,-40.7078,14.1771,88.5464
ID_fb5804aaf,4.09113,14.177,75.351
ID_27b9c4fc6,5.92398,14.1764,78.5926
ID_c608d46af,-1.09832,14.1745,83.0905
ID_60ca5baff,-13.4091,14.1741,82.3171
ID_9d3a318ea,-4.03839,14.1738,85.7666
ID_0476ab13e,-18.6902,14.1736,81.9137
ID_6a9de8a13,-29.1771,14.1733,94.3086
ID_8a7424bf2,3.81892,14.1722,78.1968
ID_468e41ef5,7.5576,14.172,72.6433
ID_94fe5930d,-12.4613,14.1705,85.8971
ID_7d97e26ae,5.53871,14.1704,70.8199
ID_922e2e356,-34.6257,14.1702,87.4221
ID_f31750d23,3.62972,14.1701,78.6755
ID_0f8bde832,-0.736409,14.1696,84.8892
ID_203d55c2c,3.6823,14.1696,73.4032
ID_8864deae2,-3.93434,14.1687,84.2089
ID_65dd833a7,12.1596,14.1683,74.2982
ID_9e403c2d4,-12.1291,14.1679,78.7263
ID_2a55872e5,-33.9046,14.1671,79.4556
ID_af3e9a3d7,-4.73223,14.1667,82.6058
ID_faaf92ad0,20.5879,14.1651,73.7967
ID_92dac8c81,0.0832868,14.1649,72.8166
ID_f8876166f,-2.57744,14.1643,81.0018
ID_f2cd702bd,-25.1333,14.1634,114.083
ID_439db4dcc,-5.69518,14.1634,81.2958
ID_ba5963dd1,4.70411,14.1633,75.8952
ID_f5b1f0585,10.214,14.163,75.6875
ID_973bfd1fb,2.24709,14.162,72.212
ID_fdf86a38d,0.773117,14.1619,79.2034
ID_5cc166e95,-0.276723,14.1593,80.4383
ID_98ea4135e,-3.7971,14.1592,82.6595
ID_8c525a63a,12.6348,14.1591,72.5357
ID_30abb829e,12.1026,14.1583,75.4075
ID_ae8059c87,6.66417,14.1571,71.0793
ID_cbcf128fc,-31.6479,14.1568,84.2197
ID_a13c0ea5d,-54.0674,14.1555,91.5226
ID_435a59325,4.55138,14.1549,76.322
ID_0ec27c6d0,-24.2765,14.1549,81.6098
ID_4d238ae90,-13.8696,14.153,77.7093
ID_5cbd6e7c0,-24.9548,14.1528,86.7129
ID_807337723,-7.36171,14.1498,82.474
ID_5b86b687d,-11.2158,14.1497,78.6194
ID_0513c9ece,-7.15866,14.1476,81.2804
ID_995c175fa,-11.5031,14.1468,81.1702
ID_0126e9051,9.92899,14.1468,80.2142
ID_ded929072,-3.71692,14.1455,84.6794
ID_2ef97e8f3,-28.0708,14.1454,84.7217
ID_e08c826f8,12.1668,14.1446,75.2107
ID_d996dd79d,-10.306,14.1441,80.674
ID_c218c33fe,-9.12465,14.1437,86.1837
ID_4a2e2e15b,8.51908,14.1434,66.2471
ID_f64511e66,3.8462,14.1421,79.1003
ID_3b2c71812,-16.6875,14.142,81.7718
ID_3a920873a,-1.52529,14.1418,78.0637
ID_bec903c9a,-2.13621,14.1398,74.7416
ID_7074da236,-3.57274,14.1375,85.0132
ID_7be3ff263,-4.06806,14.1375,80.5724
ID_1e79d945c,-25.8687,14.1363,88.964
ID_785427b25,-20.0976,14.1357,84.7221
ID_4b6ee7dbd,-20.7011,14.1351,81.4435
ID_a86df7e84,-3.63743,14.131,85.5036
ID_3decec7bc,-0.570355,14.1309,79.1744
ID_ad4461baf,15.0902,14.1308,74.9096
ID_b588b63da,-22.5904,14.1302,85.1352
ID_55fd39826,7.60926,14.1294,70.6841
ID_08f087c14,0.474594,14.1292,79.3819
ID_9ebdb3f7c,-18.363,14.128,76.6805
ID_d13ff571c,-1.1147,14.1279,81.643
ID_f8cfb1759,31.1654,14.1266,71.5917
ID_88465a541,-25.9232,14.1257,87.0807
ID_b44d7af04,-23.4848,14.1256,78.3126
ID_0d699f0a1,-25.3678,14.1252,84.5798
ID_c315ecda5,-18.9967,14.1246,89.0984
ID_418369e82,-4.23015,14.1232,74.3937
ID_04cdd1006,1.14079,14.123,81.7695
ID_16d084b43,19.4531,14.1229,78.4199
ID_b1008ef7c,12.2046,14.1229,75.1323
ID_c850ff020,-11.0672,14.1219,78.1843
ID_0b04a62a9,-10.8217,14.1215,82.3877
ID_910cdae04,4.66184,14.1212,85.0201
ID_f5a1a9084,-19.8374,14.121,80.5458
ID_ea17d989d,-10.3149,14.121,84.258
ID_837c48ca3,9.47619,14.1208,72.5293
ID_ce65ae585,35.5402,14.1204,75.1661
ID_36323bfb9,-29.7163,14.1201,86.7141
ID_3d3432b86,3.47075,14.1193,77.9997
ID_090811cf5,0.542378,14.119,86.5659
ID_cf4977d3e,-29.656,14.1181,89.0279
ID_2438ca469,10.9316,14.1177,78.3847
ID_075c0e11e,-40.0956,14.1171,88.7013
ID_736b4da9d,-32.375,14.1166,90.6632
ID_95276c148,14.3754,14.1164,72.5513
ID_2a4241355,-8.15526,14.1163,79.9713
ID_af613fd61,-9.89954,14.1161,88.3663
ID_5eb939315,-24.4345,14.1156,84.0035
ID_fa021e056,30.9062,14.1156,79.0106
ID_f997df17b,4.24988,14.1155,72.2049
ID_55a11025e,-14.8723,14.1151,84.213
ID_55fd39826,14.6291,14.1148,69.2001
ID_3781f3bb2,-1.56098,14.1145,81.9234
ID_9b5f3bac3,14.9167,14.1141,74.5888
ID_a6f9bfcf0,-8.75315,14.1134,77.4356
ID_06a7c94a2,-5.68049,14.1133,84.6729
ID_69fd54d6a,7.83792,14.1129,77.1123
ID_b8c2c06e1,14.3102,14.112,78.1025
ID_6c4cb7231,-23.0081,14.112,83.2379
ID_d454bda49,11.8428,14.1118,77.0421
ID_5cc18fed4,-16.9256,14.1113,87.9592
ID_f3f153629,-29.3235,14.1113,78.6149
ID_bb6f03de3,11.5547,14.1104,74.7628
ID_5a925d68b,-26.072,14.1102,82.5739
ID_b8c2c06e1,-5.42742,14.1101,80.3279
ID_b018e08af,4.80374,14.1095,82.2594
ID_e08c826f8,11.516,14.1094,75.313
ID_98268a648,11.3013,14.109,72.7691
ID_1e718211d,6.53946,14.1089,70.7089
ID_84c029c6e,-30.9254,14.1089,86.6191
ID_3fc988ee0,-21.8575,14.1083,86.9023
ID_568986799,-8.90603,14.1079,75.7738
ID_59201df23,-1.42789,14.1064,80.0329
ID_b8320e47c,3.75109,14.106,76.1496
ID_51f3c0953,1.39822,14.1059,79.1219
ID_9d632a4b3,-3.93332,14.1038,79.0611
ID_d30bd5337,-10.7834,14.1032,87.4708
ID_834465566,3.98458,14.1023,76.2252
ID_0a5e3d3dc,11.8803,14.1021,75.0325
ID_a9f4fd69e,1.17363,14.1015,80.0178
ID_de3d48153,34.431,14.1015,79.0006
ID_cdd170587,16.7078,14.101,75.427
ID_729b2dd5e,0.036961,14.101,75.0668
ID_46fbe339f,5.21746,14.1009,80.3217
ID_19d6700c7,-4.80358,14.0997,84.6276
ID_8d7fe7c85,-8.77151,14.0991,81.4097
ID_8af67654e,-4.99337,14.0986,81.6245
ID_c415509c1,-34.5663,14.0978,90.8288
ID_37be44db9,13.8438,14.0976,74.3414
ID_e4a58d0ac,-20.0754,14.0972,84.3205
ID_ce65ae585,35.4135,14.0962,69.398
ID_a3361ff94,8.89429,14.096,69.2669
ID_a0edce5fb,-26.1985,14.0954,91.8507
ID_b91019c7c,-8.0999,14.0944,86.1974
ID_82d880954,-17.1974,14.0942,88.7019
ID_151fa0874,-7.61476,14.0934,84.9282
ID_ed7aad9c9,-11.2314,14.093,83.1094
ID_187774827,-9.12506,14.0927,84.7885
ID_4bdc3aca2,-8.83139,14.0926,84.7958
ID_59d5052ab,15.5824,14.0919,76.4481
ID_0a886af93,-10.0232,14.0915,79.536
ID_5158ee15a,-1.87189,14.0913,78.9085
ID_8acb6a645,3.11967,14.0912,74.0477
ID_feff42992,-3.47871,14.0911,77.9007
ID_d7c8cbb02,-2.89326,14.0897,87.9633
ID_cfdff8da2,-12.3949,14.0896,90.979
ID_0f038632e,-5.37007,14.0894,77.5645
ID_ebdcbb52d,-0.269107,14.0887,81.5251
ID_f240ce0ed,-13.4783,14.0872,83.5816
ID_e45fd90f0,-30.6512,14.0863,82.5688
ID_d454bda49,-22.6992,14.086,87.771
ID_da71d8632,-4.92585,14.0846,82.9878
ID_f67cd0ee0,-19.0813,14.0843,79.492
ID_4ba375b70,-18.8968,14.084,89.7295
ID_4728632f2,-3.36088,14.083,78.6885
ID_16c9192c8,1.20158,14.0824,77.9302
ID_a9d36e8db,-28.1672,14.0821,84.9779
ID_de98f546f,-9.77905,14.082,78.1391
ID_240e204c5,-31.9709,14.0808,85.0248
ID_8e487125a,-16.559,14.0808,87.187
ID_a217be693,5.01342,14.0803,76.237
ID_01a430f33,-4.52023,14.0793,78.5056
ID_9052ff943,-4.55886,14.0783,83.1927
ID_af2acd826,12.1412,14.0782,77.2709
ID_17e2e7eef,6.06096,14.0778,77.577
ID_e67437f6e,-8.09057,14.0774,75.7737
ID_f4ebdd200,12.8754,14.0772,75.753
ID_852ebf016,1.44068,14.0767,79.1746
ID_11c2b877f,-16.2348,14.0764,85.8803
ID_973bfd1fb,-18.08,14.0763,80.6095
ID_e31aff9bf,2.31684,14.0763,79.7989
ID_36ca6234f,-45.3975,14.0755,89.4815
ID_8270bda7c,-3.42273,14.0749,81.5136
ID_06789fe13,-13.2064,14.0747,80.7662
ID_fa9e61d6d,3.83097,14.0744,77.7512
ID_5e319247e,8.42101,14.0736,74.8949
ID_fc3fb04dd,-0.912985,14.0729,77.4778
ID_c39aa96e7,-14.8944,14.0727,82.8004
ID_edc1b60d4,3.91291,14.0717,75.1266
ID_61c4ac07f,-9.9248,14.0712,86.2486
ID_f79092722,5.02985,14.0698,74.7274
ID_6cadde4cf,-4.63853,14.0696,80.2571
ID_605cf1d46,-1.72806,14.0696,79.0303
ID_77a720d93,-31.7067,14.0683,84.7347
ID_6dd8d7527,-8.76774,14.0683,79.1521
ID_e627cfac3,-7.76401,14.0682,80.8348
ID_121ad7251,4.13061,14.0667,73.2167
ID_ea0cb1344,-18.1358,14.0651,76.6419
ID_68db82c42,-7.6143,14.0646,82.7548
ID_87979afeb,-10.9291,14.0641,80.2516
ID_e2bd06410,-21.9495,14.0634,92.431
ID_0b6d81cce,-18.0517,14.0633,83.7346
ID_e261ec742,-31.6826,14.0625,93.2837
ID_ba0126346,-34.8052,14.0621,87.2448
ID_b968e3e9b,3.97364,14.0611,74.9084
ID_b7e876e1e,-3.42795,14.0607,86.5647
ID_5aa8cc393,-21.9015,14.0599,80.1793
ID_3cf1e870e,-23.3753,14.0597,83.0106
ID_fff45c7c0,-18.6124,14.0594,93.0267
ID_555862f32,-2.37346,14.0594,79.9447
ID_b9d84cbb6,13.2527,14.0587,74.5343
ID_bf3beece5,-13.9593,14.0585,77.4679
ID_058b3c39d,4.88504,14.058,75.1729
ID_fd3662aac,-6.56457,14.058,80.2919
ID_aed98a12b,0.0350722,14.0571,78.9304
ID_c6b7e98ef,-9.01913,14.0549,80.0286
ID_27f514d1b,-59.3774,14.0549,88.7304
ID_3ccc861ec,15.3221,14.0546,74.8039
ID_33cbf57ea,-8.4956,14.0524,82.1918
ID_d06021b2c,4.25221,14.0524,71.6664
ID_a1e4a213c,-4.63652,14.052,84.0812
ID_bcad7d6ca,-1.95273,14.0501,81.0021
ID_3e34024dc,-3.79328,14.0501,87.3475
ID_ded622ee9,3.31854,14.0482,78.0015
ID_fbadd0d08,4.44741,14.048,75.8133
ID_7afad4355,1.60927,14.0478,78.3346
ID_a3baabcad,-12.9099,14.0478,82.7515
ID_f3a70f246,3.09267,14.0476,74.0061
ID_b714fe796,-3.34095,14.0468,71.7258
ID_e21e6fa83,-16.9661,14.0461,75.5458
ID_d2cb44cbd,-12.7847,14.045,82.7741
ID_a381bf4d0,-5.66794,14.0443,79.0041
ID_b6c16c7fb,-13.4857,14.0443,80.3715
ID_4f6d69b8b,9.62316,14.0437,74.1624
ID_19ec1e093,15.8189,14.0435,70.4638
ID_787485a68,-17.7012,14.0433,90.1346
ID_82ba37a6e,-5.56024,14.0418,81.2604
ID_12e94fdaf,-9.97508,14.0417,78.6457
ID_37f431d28,19.0162,14.0417,77.3914
ID_d44f98c88,1.25381,14.0409,79.6666
ID_fe5447c92,-9.86805,14.0409,78.1537
ID_a792fce8b,-11.8639,14.0408,80.8036
ID_1ef7ac28d,-23.7455,14.0405,87.9454
ID_d2108dfe0,-10.8712,14.0394,78.7712
ID_6d48b91de,-8.76796,14.0392,82.0646
ID_31f755168,-25.1175,14.0356,76.5702
ID_5bb4d6d29,-2.62733,14.0345,73.7991
ID_b2f113e40,-3.92401,14.0342,80.103
ID_b01f69b46,-2.92664,14.0341,82.1546
ID_95b53f297,7.64816,14.034,76.5137
ID_2d2fff4cc,-36.1302,14.0336,66.9317
ID_1194e8b72,-36.4854,14.0335,88.6746
ID_9dc89ff4f,4.35132,14.0335,78.5152
ID_35d7b8524,24.2832,14.0332,69.9218
ID_14cf71f9e,2.47111,14.0331,76.3058
ID_1961516e5,-17.5306,14.0327,78.481
ID_40566bc13,3.02191,14.0313,74.9876
ID_42fff9c89,-33.5521,14.03,85.7724
ID_818c22b77,8.16319,14.0292,84.2434
ID_fc650f918,-28.2753,14.0278,84.1562
ID_89151b1dc,20.167,14.0267,67.4328
ID_2c636d140,-7.64011,14.0264,80.259
ID_a5c0b5fd7,-0.581567,14.0259,75.5673
ID_502ac4f45,4.21069,14.025,78.3229
ID_fdf86a38d,-24.3676,14.0246,80.4728
ID_553de1a6a,5.56066,14.0237,77.6489
ID_25ed82929,2.94189,14.0233,78.2699
ID_60ca5baff,-17.9068,14.0221,81.7628
ID_efadd1bb4,0.955269,14.0218,81.6613
ID_d8eebd70d,5.37024,14.0215,76.3281
ID_59c61e922,-21.6134,14.0213,82.3343
ID_f470533c0,18.1358,14.0212,73.2146
ID_404d95333,12.1904,14.0207,80.8189
ID_b9d84cbb6,14.1326,14.0194,73.1795
ID_2d5632640,17.7935,14.0187,67.1864
ID_4199f4cd5,-37.751,14.0178,82.1882
ID_679fe024f,-14.5314,14.0176,79.5328
ID_5cc166e95,16.0442,14.0176,71.4236
ID_9706f0841,-3.13326,14.0166,76.1433
ID_a178fe84e,-2.58361,14.0166,78.1722
ID_202b057b5,10.9028,14.0157,68.9473
ID_44fa78daa,11.4589,14.0154,74.136
ID_4d3276ba9,10.9814,14.015,70.6814
ID_c390063a5,6.26919,14.0147,74.6314
ID_4ca99258e,-0.498802,14.0146,82.0472
ID_4199f4cd5,-51.6366,14.0144,87.2375
ID_4d6549ef4,-4.72426,14.0142,81.9077
ID_16f10e667,5.90766,14.0142,76.5241
ID_a4ccafa03,-14.1228,14.014,75.4684
ID_5f18e86f3,-2.91352,14.0135,82.0795
ID_234c7d522,11.828,14.0124,73.0315
ID_509de79ee,11.9889,14.0117,77.7133
ID_576f20ce1,-12.1686,14.008,83.8441
ID_cc79b0243,18.2822,14.0077,75.6552
ID_dd1bd7316,-31.4046,14.0075,59.1345
ID_837c48ca3,17.4313,14.0072,73.2215
ID_bfb9600ee,-0.82645,14.0068,80.6352
ID_a0e81170a,-3.85323,14.0068,80.5836
ID_16cf66ca7,-9.26327,14.0064,73.8315
ID_57071f2ce,10.0262,14.0059,71.0287
ID_25d0ae8f9,-3.58779,14.0056,79.8104
ID_27846370b,-1.46097,14.0053,74.3285
ID_e585587ef,-26.8826,14.0051,79.0856
ID_e806b720f,0.913529,14.0044,80.9484
ID_48b974f73,7.18949,14.0036,77.0215
ID_efadd1bb4,-2.72246,14.0033,79.676
ID_bbacdbe56,0.722266,14.0026,77.4827
ID_cc37fa969,-1.76115,14.0019,77.7428
ID_cf4907324,8.75077,14.0017,78.0136
ID_e11e99330,-15.9573,14.0008,76.7614
ID_e6d53cdc6,-20.275,14.0008,81.644
ID_ec2aaca03,-2.62212,14.0007,77.1593
ID_0a3c2c009,2.78992,14.0005,85.9191
ID_a0c74505a,-3.44598,14.0004,76.3699
ID_039502422,-42.9507,14.0001,88.9191
ID_b2c5a740e,-19.8509,13.9982,80.1917
ID_436cc5d7c,-4.31955,13.9961,80.5816
ID_77865d743,-4.20137,13.996,79.6354
ID_f32a96913,-11.9585,13.9954,76.9878
ID_139c89f44,7.02335,13.9947,76.948
ID_fe5447c92,0.390652,13.9931,77.4557
ID_335153534,8.20083,13.993,75.2276
ID_b19e5b434,1.62097,13.9928,79.8474
ID_892d3c2c7,3.18768,13.9926,87.9433
ID_1b1b080b1,-8.90656,13.9925,87.3046
ID_4e5667d73,-12.1353,13.9915,77.8344
ID_4d1d96bf4,-12.2676,13.9911,76.4597
ID_be11818da,-5.13598,13.9905,77.7043
ID_344a4ca3c,-18.1832,13.9904,76.6307
ID_dfd1abfab,-17.8029,13.9899,86.5238
ID_e662fcb78,-1.34906,13.9891,80.5629
ID_30c710ecf,5.14997,13.988,76.7256
